Country,Year,Sex,NCD_Mortality_Rate
Europe,2019,Male,628.25793
Africa,2002,Male,867.94391
Europe,2018,Male,862.23126
Western Pacific,2011,Female,455.68127
Americas,2018,Female,435.88513
Africa,2015,Male,468.75977
Americas,2015,Female,383.18756
Western Pacific,2018,Female,765.70435
Africa,2016,Male,631.30933
South-East Asia,2020,Female,561.02527
Eastern Mediterranean,2019,Male,924.76111
Americas,2001,Female,349.13608
Europe,2007,Male,494.30444
Europe,2001,Female,567.26636
South-East Asia,2012,Female,499.08109
Africa,2019,Male,1027.50684
Western Pacific,2010,Female,442.16922
South-East Asia,2017,Male,539.61816
Africa,2015,Female,526.31909
Eastern Mediterranean,2003,Male,807.99609
Western Pacific,2020,Female,164.3219
Europe,2000,Male,790.74902
Americas,2013,Female,418.37479
Africa,2014,Female,584.65356
South-East Asia,2015,Male,823.94409
Americas,2001,Male,528.41919
Western Pacific,2001,Female,717.14166
Africa,2010,Male,658.61719
Europe,2009,Male,1044.98718
Africa,2008,Male,571.58606
Europe,2006,Female,480.05164
Eastern Mediterranean,2016,Female,573.02563
Africa,2004,Female,742.69476
Eastern Mediterranean,2021,Female,213.36201
Europe,2016,Male,871.76129
Americas,2005,Male,1443.62354
Europe,2000,Male,1181.62708
Eastern Mediterranean,2020,Female,301.16168
Western Pacific,2000,Male,744.26746
Africa,2018,Male,725.20496
Americas,2002,Male,329.57736
Americas,2006,Male,639.10657
South-East Asia,2016,Male,496.39319
Americas,2015,Male,636.66711
Europe,2006,Female,314.11551
Americas,2021,Male,730.56769
Western Pacific,2017,Female,753.25842
Americas,2019,Male,577.35522
South-East Asia,2009,Female,571.94769
Americas,2006,Male,798.35626
Western Pacific,2007,Male,502.01315
Europe,2000,Female,390.59637
Europe,2009,Female,606.77216
Africa,2001,Male,754.9071
Africa,2011,Male,513.31799
Eastern Mediterranean,2007,Female,853.18073
Western Pacific,2005,Female,702.35687
Europe,2006,Male,845.16528
Africa,2019,Female,597.10388
Europe,2012,Male,481.05688
Europe,2014,Female,262.56717
Africa,2017,Male,714.11963
Europe,2004,Male,503.03174
Americas,2016,Male,479.89023
Americas,2007,Male,465.94269
Eastern Mediterranean,2003,Female,430.36899
Western Pacific,2000,Male,706.66766
Eastern Mediterranean,2008,Male,642.4024
Africa,2001,Female,929.70923
Americas,2013,Female,445.82733
Americas,2003,Female,344.75485
Europe,2013,Male,971.86938
Eastern Mediterranean,2006,Female,689.19946
Eastern Mediterranean,2007,Male,994.28424
Africa,2000,Female,595.58685
Western Pacific,2014,Female,485.04276
Americas,2009,Female,273.85645
Europe,2017,Female,502.77048
Africa,2002,Female,793.89899
Europe,2014,Female,607.91541
Africa,2020,Male,834.44135
Europe,2018,Male,629.83459
Africa,2013,Female,624.59766
Europe,2003,Female,617.67249
Western Pacific,2003,Male,838.20233
Africa,2011,Male,631.99823
Africa,2013,Male,920.2243
Africa,2008,Male,736.10596
Western Pacific,2012,Male,1164.49097
Eastern Mediterranean,2001,Female,490.92557
Africa,2018,Female,876.47339
Western Pacific,2016,Male,1003.40009
Western Pacific,2003,Female,289.61322
Eastern Mediterranean,2000,Male,645.51648
Americas,2005,Female,505.20706
Americas,2017,Male,298.26532
Africa,2019,Female,477.32202
Americas,2017,Male,424.84079
Europe,2002,Male,520.90839
Europe,2009,Female,310.49908
Americas,2018,Male,621.3252
Americas,2011,Female,436.7157
South-East Asia,2001,Female,542.1319
Eastern Mediterranean,2012,Female,631.73126
Americas,2005,Male,518.38812
Africa,2006,Female,389.20309
Eastern Mediterranean,2020,Male,703.42932
Europe,2001,Female,371.23389
Africa,2001,Female,592.68781
Europe,2015,Male,577.90692
Europe,2010,Female,309.35767
Eastern Mediterranean,2008,Male,583.4519
Africa,2002,Male,1015.20667
Americas,2000,Female,576.80249
Western Pacific,2010,Female,182.16203
Western Pacific,2011,Male,1143.58252
Africa,2018,Female,584.03613
Europe,2018,Female,522.60309
Africa,2018,Female,438.99164
Eastern Mediterranean,2021,Female,388.1835
Africa,2018,Female,631.0199
South-East Asia,2007,Male,485.00079
Africa,2014,Female,869.09076
Africa,2006,Female,590.37604
Africa,2002,Female,886.56134
Africa,2021,Male,657.03296
Eastern Mediterranean,2000,Female,467.52963
Europe,2018,Male,602.23029
South-East Asia,2011,Male,616.24164
Western Pacific,2004,Female,479.73483
Western Pacific,2021,Male,302.80746
South-East Asia,2002,Female,520.51483
Africa,2001,Male,629.66986
Western Pacific,2008,Female,750.18506
Americas,2016,Male,549.86963
Africa,2015,Male,714.42987
Western Pacific,2018,Male,818.10455
Americas,2011,Female,304.37674
South-East Asia,2006,Male,903.89581
Western Pacific,2003,Male,767.91205
South-East Asia,2011,Female,421.57388
Europe,2017,Male,607.42517
Europe,2000,Female,342.24469
Europe,2010,Male,421.27661
Europe,2019,Female,392.90292
Eastern Mediterranean,2009,Female,528.29645
Africa,2021,Female,456.12762
Americas,2019,Female,263.7467
Africa,2001,Female,491.50439
Africa,2002,Male,797.37158
South-East Asia,2014,Female,588.05121
South-East Asia,2017,Female,529.23352
Eastern Mediterranean,2021,Female,489.84262
Americas,2009,Male,520.6947
Europe,2008,Male,458.25256
Europe,2011,Male,579.21619
Europe,2004,Female,656.4848
Eastern Mediterranean,2019,Male,442.40463
Western Pacific,2011,Female,224.89003
Western Pacific,2012,Female,865.21033
Europe,2013,Female,476.64145
South-East Asia,2011,Male,673.1543
Americas,2020,Male,806.75397
South-East Asia,2009,Female,468.46991
Western Pacific,2002,Male,1359.02869
Europe,2018,Male,361.16589
Europe,2017,Female,348.21738
Africa,2021,Male,680.97656
Eastern Mediterranean,2006,Male,725.07922
Europe,2004,Female,439.8324
Europe,2014,Male,352.89691
Europe,2018,Male,708.90594
Americas,2011,Female,432.49423
Africa,2013,Female,633.39868
South-East Asia,2013,Female,588.41351
Europe,2001,Male,532.99634
Americas,2017,Female,279.07272
Western Pacific,2014,Female,848.95563
Africa,2011,Female,667.82922
Europe,2001,Female,379.02826
Americas,2014,Female,600.81104
Africa,2008,Male,752.44012
Americas,2021,Female,252.20929
Europe,2020,Male,749.28802
Western Pacific,2009,Female,507.85776
Americas,2021,Female,291.43948
Western Pacific,2003,Male,929.47064
Americas,2000,Male,579.74164
Americas,2004,Female,330.86029
Western Pacific,2020,Male,318.91183
Americas,2018,Female,353.28027
Africa,2011,Female,479.89554
Eastern Mediterranean,2002,Female,915.4696
Eastern Mediterranean,2007,Male,745.96033
Americas,2007,Male,502.50122
Europe,2010,Female,294.31781
Africa,2012,Male,858.31012
Western Pacific,2009,Female,264.2178
Europe,2010,Female,572.18488
Western Pacific,2011,Male,378.73642
South-East Asia,2020,Male,654.44855
Americas,2013,Female,355.11414
Americas,2021,Female,371.28793
Americas,2000,Female,384.78326
Western Pacific,2018,Female,538.02795
Africa,2009,Male,813.78522
Europe,2018,Female,687.23407
Western Pacific,2003,Male,634.35052
Eastern Mediterranean,2002,Female,620.17554
Europe,2009,Male,482.92807
Americas,2015,Female,482.41885
Europe,2010,Female,577.76996
Africa,2014,Male,491.95407
Western Pacific,2001,Male,1182.70862
Africa,2000,Male,1077.44727
Western Pacific,2006,Female,521.26306
Europe,2005,Male,1467.70374
Western Pacific,2007,Female,762.4837
Western Pacific,2004,Female,814.18842
Americas,2007,Female,298.0311
Western Pacific,2018,Female,233.74602
Africa,2000,Female,598.82532
Americas,2020,Female,623.8045
Europe,2017,Female,239.82387
South-East Asia,2010,Female,646.42737
Americas,2009,Female,500.36731
South-East Asia,2018,Male,504.37561
Africa,2012,Male,734.6958
Americas,2006,Female,373.09045
Americas,2010,Male,462.45813
Europe,2017,Male,760.75482
Europe,2015,Female,567.0473
Eastern Mediterranean,2012,Female,488.24033
Western Pacific,2016,Female,541.70721
Europe,2013,Male,483.82993
Americas,2014,Female,341.90649
Eastern Mediterranean,2009,Male,998.74518
Africa,2017,Female,572.26678
Americas,2003,Female,330.70517
Western Pacific,2011,Male,820.22772
Europe,2021,Female,241.50011
Eastern Mediterranean,2009,Male,607.82184
Western Pacific,2019,Male,564.19519
Europe,2001,Female,331.43716
Africa,2006,Female,735.62415
Europe,2013,Male,618.15961
Africa,2015,Female,562.88788
Americas,2009,Female,430.7951
Eastern Mediterranean,2016,Male,895.09283
Europe,2003,Female,328.26154
Western Pacific,2005,Female,721.08118
South-East Asia,2007,Female,586.17627
Europe,2004,Male,840.6452
Africa,2009,Female,602.55182
Africa,2002,Male,782.64349
Europe,2019,Female,485.72787
Africa,2006,Female,482.27213
Eastern Mediterranean,2003,Female,1078.71655
Europe,2014,Male,357.05969
Americas,2011,Female,384.92975
Europe,2017,Male,592.255
Africa,2010,Male,564.70825
Americas,2018,Female,270.9931
Eastern Mediterranean,2014,Male,707.6944
Africa,2017,Male,760.20215
Americas,2017,Male,434.12292
Africa,2016,Male,731.82477
Africa,2011,Female,603.05005
Americas,2021,Female,365.44461
Americas,2008,Female,334.35971
South-East Asia,2004,Female,761.48004
Western Pacific,2020,Male,1117.36023
Africa,2004,Male,661.75531
Europe,2016,Male,427.7525
Europe,2017,Female,480.88065
Americas,2009,Male,494.1329
South-East Asia,2016,Female,509.88779
Europe,2009,Female,402.55151
Americas,2021,Female,499.34
Eastern Mediterranean,2013,Male,435.5705
Europe,2009,Male,930.5824
Africa,2007,Male,789.39453
Americas,2013,Male,668.19818
Europe,2018,Female,274.23926
South-East Asia,2017,Male,594.59943
Africa,2007,Male,892.30414
Africa,2016,Male,777.33618
Africa,2019,Male,814.24146
Western Pacific,2008,Female,262.09335
Americas,2016,Female,406.97314
Eastern Mediterranean,2013,Female,597.38867
Africa,2000,Male,933.01178
Eastern Mediterranean,2012,Female,514.00867
Western Pacific,2021,Female,231.78447
Europe,2002,Female,331.27045
South-East Asia,2008,Female,435.59091
Africa,2006,Female,703.71423
Africa,2014,Female,632.50586
Europe,2011,Male,1044.68799
Africa,2002,Male,622.71698
Europe,2010,Male,630.63708
Africa,2020,Female,564.96631
Eastern Mediterranean,2016,Female,534.05243
Africa,2021,Male,627.25281
Eastern Mediterranean,2021,Female,554.53815
Americas,2009,Female,517.43994
Eastern Mediterranean,2018,Female,620.28986
Western Pacific,2015,Female,725.84277
Europe,2002,Male,1205.94336
Europe,2010,Male,961.39252
Eastern Mediterranean,2009,Male,952.75812
Africa,2013,Female,584.73102
Europe,2000,Male,504.36435
Africa,2008,Female,637.75464
Americas,2014,Male,650.2063
Africa,2004,Female,691.08832
Americas,2004,Male,610.09607
Europe,2020,Male,715.18152
Europe,2015,Male,401.44934
Africa,2000,Male,756.25702
Europe,2000,Male,1044.53809
Europe,2000,Male,1037.09656
Americas,2014,Female,394.33463
Western Pacific,2020,Male,1147.40076
Europe,2014,Male,916.10498
Western Pacific,2018,Female,475.5282
Africa,2004,Male,699.33551
Americas,2004,Female,378.18073
Africa,2010,Female,688.02051
Africa,2009,Female,535.44946
South-East Asia,2003,Female,769.97784
Africa,2016,Male,753.06799
Western Pacific,2017,Female,765.41797
Africa,2013,Male,975.34137
Eastern Mediterranean,2005,Male,809.54071
Western Pacific,2011,Female,884.05786
Africa,2020,Male,672.77094
Africa,2002,Female,461.87952
Americas,2002,Female,314.31863
Europe,2019,Female,280.79828
Europe,2000,Male,861.35785
Western Pacific,2010,Female,468.0611
South-East Asia,2019,Male,998.67572
Americas,2013,Male,492.95282
Africa,2021,Female,573.51923
Americas,2002,Female,359.97134
Africa,2012,Male,743.31183
Europe,2001,Female,284.40622
Africa,2012,Female,470.69873
Africa,2003,Female,737.18958
Africa,2019,Female,593.52026
Africa,2012,Male,750.68115
Eastern Mediterranean,2012,Female,355.32877
Africa,2018,Female,659.16394
Americas,2012,Female,371.44177
Americas,2018,Female,341.57773
Europe,2007,Male,1198.3855
Africa,2017,Female,670.63446
Europe,2021,Female,401.03644
Europe,2003,Male,1095.85083
Europe,2000,Male,580.8028
Americas,2018,Female,351.16028
Africa,2008,Female,518.34137
Americas,2014,Female,665.34375
South-East Asia,2018,Female,464.33905
Africa,2017,Male,573.22687
Eastern Mediterranean,2002,Female,587.92804
Africa,2001,Female,638.65393
Africa,2003,Male,832.67798
Europe,2003,Male,964.80023
Europe,2017,Male,545.1059
Africa,2017,Male,645.14331
South-East Asia,2014,Male,824.05811
Eastern Mediterranean,2004,Male,479.90802
South-East Asia,2016,Female,298.82843
Europe,2012,Male,798.89178
Africa,2017,Female,454.56332
Europe,2002,Female,289.42599
Africa,2021,Male,731.37036
Europe,2001,Male,563.74359
Africa,2005,Male,1074.53625
Western Pacific,2019,Male,1158.31433
Western Pacific,2005,Male,705.86572
Europe,2020,Female,481.32498
Americas,2019,Female,459.04901
Americas,2020,Female,418.01443
Western Pacific,2008,Male,385.33783
Europe,2001,Male,1237.22742
Europe,2015,Female,256.54965
Americas,2008,Female,424.87
Western Pacific,2016,Female,439.20093
Europe,2006,Female,305.61963
Africa,2003,Male,581.94397
Europe,2008,Male,809.74976
Europe,2006,Female,357.75159
Americas,2005,Male,500.40536
Africa,2003,Female,552.5481
Americas,2015,Male,558.03131
Western Pacific,2006,Female,828.2677
Africa,2005,Female,509.62
Africa,2003,Male,580.06177
Americas,2005,Male,741.05365
Americas,2006,Female,478.24017
Western Pacific,2006,Male,416.85577
Americas,2000,Male,648.14825
Americas,2011,Male,623.69733
Africa,2006,Female,620.15796
Americas,2006,Female,417.02948
Africa,2012,Male,727.97815
Europe,2003,Male,779.43945
Europe,2011,Male,1224.62219
Americas,2017,Female,279.2713
South-East Asia,2006,Male,739.13623
Europe,2012,Male,746.43127
Americas,2011,Male,385.73749
Africa,2010,Male,796.62726
Western Pacific,2016,Male,303.923
Americas,2014,Female,348.33591
Eastern Mediterranean,2017,Male,937.84747
Africa,2002,Male,683.02228
Americas,2003,Male,695.45996
Western Pacific,2000,Male,681.11078
Eastern Mediterranean,2002,Male,965.42303
Europe,2015,Female,445.68347
Western Pacific,2005,Female,481.37369
Western Pacific,2001,Male,965.84406
Europe,2016,Male,891.62079
Western Pacific,2021,Female,874.08551
Americas,2016,Male,576.74829
Europe,2004,Female,714.5155
Africa,2006,Female,666.24609
Europe,2021,Male,947.15723
Western Pacific,2005,Male,1164.77075
Africa,2002,Male,687.12494
Americas,2012,Male,621.35211
Africa,2014,Female,615.84393
Africa,2016,Female,580.68903
Americas,2016,Male,684.27197
Europe,2002,Male,482.19196
Europe,2012,Male,491.83377
Africa,2002,Male,475.59518
Western Pacific,2021,Female,478.42654
Americas,2001,Female,356.14383
South-East Asia,2000,Female,738.81543
Americas,2007,Male,510.3111
Americas,2017,Female,529.18481
Africa,2015,Male,633.2453
Eastern Mediterranean,2011,Female,361.02643
Europe,2019,Female,387.33743
South-East Asia,2016,Male,547.63739
Africa,2016,Female,796.14398
Europe,2005,Female,387.48956
Americas,2019,Male,451.60608
Africa,2007,Male,760.5932
Europe,2021,Female,343.00159
Africa,2013,Female,559.20856
Africa,2019,Female,859.01477
Europe,2002,Male,952.46423
Americas,2010,Male,677.75165
Eastern Mediterranean,2001,Female,935.76086
Americas,2018,Female,375.94028
Europe,2010,Male,1229.03931
Western Pacific,2003,Male,914.49658
Americas,2003,Male,469.11145
Americas,2019,Female,357.36902
Africa,2014,Male,687.922
Eastern Mediterranean,2002,Female,483.25726
Western Pacific,2002,Female,516.53308
South-East Asia,2020,Male,571.54108
Europe,2017,Female,504.44598
Western Pacific,2000,Female,535.91113
Europe,2017,Female,246.57277
Eastern Mediterranean,2018,Female,597.68951
Europe,2014,Female,267.09555
Americas,2012,Female,486.94733
Americas,2016,Male,552.99811
Africa,2005,Male,987.37109
Western Pacific,2007,Male,1152.34204
Europe,2017,Male,396.02557
South-East Asia,2003,Male,748.6734
Europe,2017,Male,819.8222
Africa,2015,Male,519.59241
Europe,2019,Female,471.74026
Americas,2002,Male,528.30945
Western Pacific,2014,Male,313.80899
Africa,2010,Female,678.4397
Americas,2020,Female,417.74695
Americas,2004,Female,512.5575
Americas,2012,Male,390.00842
Western Pacific,2016,Female,593.66333
Africa,2008,Female,523.50879
Americas,2013,Male,443.6514
Western Pacific,2002,Male,636.84393
South-East Asia,2000,Male,494.99631
Africa,2010,Male,600.61377
Europe,2019,Male,430.5892
Americas,2018,Female,294.06058
Western Pacific,2012,Female,719.99908
Eastern Mediterranean,2002,Female,505.61087
South-East Asia,2013,Female,503.14468
Africa,2012,Female,716.5119
South-East Asia,2009,Male,834.21399
Americas,2003,Male,605.13733
Europe,2004,Male,906.54486
Africa,2020,Male,564.36353
Eastern Mediterranean,2009,Male,619.0401
Africa,2014,Male,513.04041
Africa,2017,Male,527.95258
Africa,2000,Male,811.43427
Europe,2006,Male,1029.32178
Africa,2008,Male,441.59314
Europe,2002,Male,1058.04333
South-East Asia,2011,Female,480.19553
Europe,2006,Male,928.66785
Eastern Mediterranean,2021,Male,777.21124
Americas,2006,Female,333.85638
Western Pacific,2003,Male,1315.64771
Europe,2004,Female,267.06088
Eastern Mediterranean,2004,Female,553.74463
South-East Asia,2015,Male,563.60864
Americas,2007,Female,319.46759
Americas,2010,Female,375.15121
Africa,2009,Male,569.81671
Western Pacific,2005,Female,470.68884
Eastern Mediterranean,2010,Female,528.68402
Africa,2020,Female,568.72644
Americas,2005,Male,913.8927
Europe,2015,Male,437.81799
Africa,2001,Female,721.46057
Europe,2001,Male,588.82617
Africa,2013,Female,515.46954
Africa,2019,Male,747.69568
Americas,2004,Male,1368.16406
Western Pacific,2002,Male,843.14929
Europe,2001,Male,576.55872
Africa,2006,Female,543.95386
Western Pacific,2011,Female,228.24658
Eastern Mediterranean,2014,Male,535.92371
Europe,2005,Male,565.90137
Americas,2006,Male,622.53046
Europe,2020,Male,326.83905
Western Pacific,2001,Male,474.98166
Africa,2020,Female,861.36957
Americas,2002,Female,348.31198
Europe,2005,Female,337.63455
Africa,2013,Male,728.65955
Europe,2020,Male,392.737
Africa,2001,Female,604.95416
Western Pacific,2000,Male,891.81976
Western Pacific,2015,Male,1055.19629
Eastern Mediterranean,2011,Female,500.59454
Africa,2016,Female,590.9903
Europe,2020,Male,400.06299
Eastern Mediterranean,2012,Male,423.29196
Americas,2000,Female,539.24725
Americas,2010,Male,490.16776
Americas,2009,Male,742.42651
Eastern Mediterranean,2003,Male,491.90002
Europe,2004,Male,521.67194
Eastern Mediterranean,2002,Male,506.44162
Americas,2016,Male,374.65512
Europe,2020,Male,341.11673
Eastern Mediterranean,2006,Male,981.80524
South-East Asia,2015,Female,429.57037
Europe,2003,Male,1131.94287
Africa,2000,Male,808.35052
Americas,2003,Male,556.87073
Western Pacific,2004,Male,922.24969
Americas,2020,Female,422.9549
Americas,2007,Female,391.3364
Eastern Mediterranean,2014,Female,235.31154
Africa,2000,Male,799.07489
Western Pacific,2021,Female,588.93103
Eastern Mediterranean,2006,Male,777.75543
Eastern Mediterranean,2009,Female,599.65155
Eastern Mediterranean,2010,Male,557.05615
Europe,2014,Female,445.15607
Americas,2005,Female,392.16943
Europe,2010,Male,682.89215
Europe,2010,Male,431.96057
Africa,2011,Female,527.6283
South-East Asia,2004,Female,524.86426
Europe,2000,Female,643.72791
Africa,2007,Female,566.64886
Africa,2005,Female,570.0033
Americas,2003,Female,498.48331
Europe,2011,Female,495.77731
Africa,2019,Female,499.74063
Eastern Mediterranean,2018,Male,464.80176
Africa,2017,Male,694.55487
Americas,2003,Male,681.66736
Europe,2004,Female,333.71112
Americas,2006,Female,298.04678
Europe,2016,Male,346.85934
Europe,2017,Female,230.95509
Eastern Mediterranean,2001,Female,479.22836
Europe,2013,Male,637.68372
Africa,2006,Male,513.71771
Africa,2016,Female,565.22864
Eastern Mediterranean,2008,Male,1038.86511
Europe,2017,Male,394.414
Europe,2002,Male,573.23291
Europe,2006,Female,266.58295
Western Pacific,2019,Male,837.80841
Europe,2003,Female,343.9375
Europe,2012,Male,456.90094
Africa,2015,Male,662.60925
Europe,2003,Female,644.52991
Europe,2000,Male,807.29535
Americas,2021,Male,474.79919
Europe,2008,Male,508.39215
Europe,2005,Male,937.8371
Americas,2010,Male,663.25635
Europe,2016,Female,333.19437
Americas,2002,Male,536.48975
Americas,2014,Female,449.08826
Americas,2019,Female,257.20685
Europe,2012,Male,1000.63263
Europe,2004,Female,281.30804
Europe,2011,Female,952.41656
South-East Asia,2007,Male,712.18872
Africa,2000,Female,714.51495
Europe,2009,Female,277.8313
Americas,2016,Male,598.36761
Africa,2012,Female,370.68216
Africa,2000,Male,710.00989
Americas,2012,Female,391.66632
Americas,2015,Female,447.2464
Americas,2008,Female,255.55293
Americas,2009,Female,481.58179
South-East Asia,2014,Female,303.08713
Africa,2021,Female,613.75275
Africa,2011,Male,655.31171
Americas,2020,Female,326.89859
South-East Asia,2014,Female,455.811
Eastern Mediterranean,2005,Female,1077.23718
Americas,2002,Male,754.10004
Europe,2014,Female,241.49062
Europe,2009,Male,651.42188
Americas,2003,Male,603.97552
Europe,2018,Male,437.72256
Africa,2000,Male,618.92963
Europe,2020,Female,537.35822
Western Pacific,2002,Female,816.08911
Europe,2003,Male,1466.62695
Eastern Mediterranean,2007,Male,427.73523
Africa,2012,Female,458.82693
Europe,2016,Male,738.96051
Europe,2019,Male,354.6918
Europe,2017,Male,407.8688
Africa,2021,Female,545.66125
Africa,2007,Male,557.77838
Americas,2006,Male,485.20572
Americas,2016,Female,485.99115
Western Pacific,2005,Male,1176.78516
Europe,2017,Female,227.04686
South-East Asia,2003,Female,438.0303
Eastern Mediterranean,2013,Male,927.8443
Eastern Mediterranean,2007,Female,426.32455
Western Pacific,2020,Male,838.46796
Europe,2003,Male,555.40826
Eastern Mediterranean,2017,Male,332.22623
Europe,2021,Female,389.01105
Africa,2015,Male,612.95172
Americas,2020,Male,784.63074
Americas,2005,Female,570.90326
Europe,2004,Female,452.75748
Africa,2001,Female,872.41968
Eastern Mediterranean,2008,Female,379.13324
South-East Asia,2019,Female,304.00092
Western Pacific,2004,Female,914.67169
Europe,2003,Female,606.05469
Europe,2013,Female,480.55139
Western Pacific,2015,Male,703.93219
Europe,2001,Female,587.03064
Africa,2013,Male,1069.8623
Eastern Mediterranean,2004,Male,444.80905
Americas,2015,Female,355.13443
South-East Asia,2001,Female,654.47168
Africa,2011,Female,603.14728
Eastern Mediterranean,2002,Male,613.21619
Western Pacific,2013,Male,812.93176
South-East Asia,2012,Female,458.62582
Europe,2019,Female,450.97079
South-East Asia,2016,Male,806.49078
Africa,2015,Male,957.61115
Eastern Mediterranean,2019,Female,593.51367
Africa,2013,Female,675.55536
Europe,2018,Male,416.05588
Western Pacific,2020,Female,223.80386
Western Pacific,2013,Male,395.31738
Eastern Mediterranean,2003,Male,488.62918
Europe,2020,Female,622.66138
Europe,2010,Female,379.09311
South-East Asia,2017,Female,385.07281
Africa,2020,Female,606.95807
Africa,2000,Male,754.16968
Europe,2004,Female,277.1507
Eastern Mediterranean,2012,Male,734.78558
Africa,2011,Female,537.38092
Western Pacific,2013,Female,434.7843
Africa,2012,Male,757.22864
Africa,2019,Male,867.29407
Eastern Mediterranean,2009,Female,991.04169
Africa,2006,Female,637.92169
Eastern Mediterranean,2010,Male,320.15973
Europe,2008,Male,446.01605
Americas,2010,Male,502.85297
Americas,2004,Male,516.19678
Americas,2002,Male,694.86633
Eastern Mediterranean,2005,Male,578.5423
Europe,2002,Female,619.07574
Americas,2016,Male,567.29529
Americas,2021,Male,311.7467
Africa,2015,Male,697.65259
Eastern Mediterranean,2000,Male,638.65265
Africa,2002,Female,565.62231
Europe,2007,Male,732.5918
Africa,2003,Female,505.36603
Africa,2002,Female,828.47784
Eastern Mediterranean,2011,Female,711.39819
Americas,2001,Male,572.39624
Europe,2008,Male,399.42233
Europe,2021,Male,733.20532
Africa,2018,Female,569.33118
Africa,2016,Female,527.66656
Africa,2013,Male,726.45978
Europe,2013,Male,970.41876
Africa,2005,Male,723.61548
Europe,2007,Female,310.96243
Americas,2003,Male,330.2049
Eastern Mediterranean,2011,Female,615.23737
Africa,2003,Female,605.67084
Europe,2010,Female,306.51282
Europe,2006,Male,513.30762
Western Pacific,2018,Male,578.60449
Americas,2018,Male,568.02136
Europe,2003,Female,361.3454
Eastern Mediterranean,2005,Male,728.32684
Africa,2011,Male,758.41791
Europe,2008,Male,467.66153
Americas,2001,Male,510.16385
Europe,2008,Male,750.56732
Europe,2007,Female,265.92465
Europe,2009,Male,1138.46094
Africa,2019,Female,564.25116
Western Pacific,2013,Female,246.85826
Africa,2010,Female,480.96561
Western Pacific,2000,Female,604.58466
Africa,2003,Male,818.57837
South-East Asia,2019,Male,741.44806
Americas,2001,Female,596.0816
Americas,2013,Female,340.22507
Americas,2002,Male,573.75824
Europe,2017,Female,411.15881
Americas,2018,Female,288.96463
Americas,2009,Male,488.37155
Western Pacific,2005,Male,1285.54883
Europe,2016,Female,263.83594
Africa,2002,Female,654.60608
Americas,2015,Male,372.70016
Europe,2004,Female,353.72845
Americas,2001,Female,489.23093
Africa,2010,Male,611.93634
South-East Asia,2004,Female,457.64798
Europe,2016,Female,494.32806
Europe,2015,Female,549.52051
Africa,2009,Male,743.76093
Europe,2004,Female,726.67908
Americas,2012,Male,609.14771
Eastern Mediterranean,2006,Male,622.36426
Europe,2013,Male,396.85953
Africa,2000,Female,667.62091
Europe,2010,Male,503.35638
South-East Asia,2003,Female,471.56439
Western Pacific,2010,Male,846.94965
Africa,2019,Female,612.87701
Western Pacific,2010,Female,885.70435
Eastern Mediterranean,2010,Male,494.05219
Europe,2008,Male,946.62347
Europe,2013,Male,777.08228
Eastern Mediterranean,2004,Male,1022.82422
Western Pacific,2008,Female,443.35526
Europe,2016,Female,469.74908
Americas,2000,Female,1029.3335
Africa,2017,Female,718.67108
Americas,2017,Male,643.16473
Africa,2007,Male,724.4353
Africa,2008,Female,482.24854
Americas,2010,Female,350.92328
Europe,2004,Female,305.67584
Western Pacific,2010,Female,606.78796
South-East Asia,2010,Male,759.04944
Western Pacific,2005,Male,809.96747
Americas,2003,Male,808.7608
South-East Asia,2010,Female,466.59143
Europe,2019,Male,701.41705
Europe,2016,Male,544.72534
Americas,2006,Male,1433.94934
Western Pacific,2013,Female,596.00507
Africa,2013,Male,736.55914
Europe,2005,Male,525.09363
Africa,2002,Female,425.22125
Europe,2012,Male,414.73846
Europe,2005,Male,1252.62891
Africa,2007,Male,448.81479
Western Pacific,2005,Male,1283.8949
South-East Asia,2002,Female,600.74017
Western Pacific,2009,Female,609.10657
Eastern Mediterranean,2010,Male,699.44305
Western Pacific,2012,Male,329.75406
Europe,2015,Male,930.31995
Americas,2009,Female,291.24243
Africa,2020,Male,464.77063
Americas,2002,Female,507.78522
Europe,2006,Female,297.12161
Africa,2017,Female,542.45526
Europe,2004,Male,781.87683
Americas,2000,Female,334.14185
Africa,2009,Female,687.56305
Europe,2020,Female,250.75882
Europe,2008,Male,827.86871
Eastern Mediterranean,2006,Male,689.65424
Western Pacific,2012,Female,477.65866
Americas,2020,Male,739.59583
Europe,2002,Male,1040.26611
Africa,2014,Male,730.36017
Eastern Mediterranean,2019,Female,429.59177
Africa,2020,Female,534.86707
Africa,2014,Female,680.33984
Africa,2016,Female,563.51624
Europe,2018,Male,799.89386
Africa,2017,Female,623.51263
Western Pacific,2021,Female,611.44293
Americas,2016,Male,652.34869
Europe,2002,Male,530.93921
Africa,2008,Female,507.73911
Western Pacific,2020,Female,166.46817
Eastern Mediterranean,2013,Male,709.78979
Europe,2007,Male,521.32758
Europe,2004,Female,364.20651
Americas,2017,Female,256.23328
Africa,2019,Male,758.26166
Eastern Mediterranean,2017,Male,345.88013
Americas,2012,Male,519.07916
Africa,2009,Male,739.39026
Eastern Mediterranean,2009,Male,1009.22375
Europe,2016,Female,553.96399
Europe,2008,Male,998.03674
Europe,2001,Female,474.15866
Europe,2017,Female,227.27895
Europe,2012,Female,512.80408
Western Pacific,2021,Female,407.6676
