Country,Year,Sex,NCD_Mortality_Rate
Europe,2005,Male,668.375
Eastern Mediterranean,2016,Female,491.49225
Americas,2001,Male,649.93915
Americas,2005,Female,383.33685
Africa,2005,Female,589.55737
Africa,2017,Male,884.64282
Americas,2014,Male,473.93631
Americas,2008,Female,591.5473
Africa,2008,Female,599.71185
Western Pacific,2015,Female,197.43506
Europe,2011,Female,338.72186
Europe,2015,Female,243.2691
Western Pacific,2021,Female,556.24512
South-East Asia,2001,Male,592.38245
Africa,2013,Male,626.05304
Africa,2021,Female,483.84351
Europe,2007,Male,1054.35376
Europe,2017,Male,628.44519
Europe,2006,Male,534.13934
Europe,2021,Male,656.52826
Americas,2017,Male,472.43448
South-East Asia,2007,Male,629.87738
Africa,2015,Male,736.922
Europe,2003,Male,1217.58752
Eastern Mediterranean,2007,Female,648.46893
Western Pacific,2011,Male,1170.10327
South-East Asia,2011,Male,451.65448
Americas,2002,Male,598.04834
Americas,2004,Male,632.92206
Africa,2004,Female,567.41742
Eastern Mediterranean,2010,Female,641.88721
Americas,2007,Female,365.90967
Africa,2018,Female,506.4118
South-East Asia,2014,Female,446.00827
Africa,2012,Male,709.62549
Europe,2005,Male,418.55673
Africa,2020,Female,587.54132
Americas,2007,Female,471.29742
Africa,2002,Male,603.37402
Europe,2012,Male,829.30408
Europe,2016,Female,311.1955
Eastern Mediterranean,2011,Female,623.03693
South-East Asia,2009,Male,660.28149
South-East Asia,2021,Male,494.63052
Africa,2019,Female,600.78754
Eastern Mediterranean,2001,Female,765.61792
Africa,2021,Female,571.72113
Europe,2016,Male,449.7121
Americas,2011,Male,468.90488
Europe,2009,Female,319.65659
Europe,2016,Female,560.42456
Western Pacific,2007,Male,1249.94495
Africa,2021,Female,813.41736
Americas,2020,Female,435.71045
Africa,2021,Male,614.66779
Eastern Mediterranean,2018,Female,376.53461
Africa,2006,Female,579.94232
Eastern Mediterranean,2013,Male,628.25574
Africa,2010,Female,433.72388
Americas,2002,Male,565.73553
Americas,2001,Male,591.93591
Americas,2013,Male,618.38794
Americas,2018,Male,658.23743
Eastern Mediterranean,2014,Male,910.45032
Americas,2016,Female,460.2973
Africa,2015,Female,601.25378
South-East Asia,2005,Female,655.7124
Europe,2016,Female,429.082
Africa,2007,Female,603.36798
Eastern Mediterranean,2018,Male,991.80713
Eastern Mediterranean,2013,Male,539.22113
Europe,2012,Male,639.47058
Africa,2019,Female,672.41345
Europe,2015,Male,367.2196
Americas,2003,Female,314.13443
Europe,2021,Male,667.79797
Western Pacific,2018,Male,564.92059
Africa,2002,Male,771.71899
Europe,2016,Male,748.5174
Europe,2007,Male,536.6825
Americas,2008,Female,389.10303
Africa,2003,Female,721.08112
Western Pacific,2017,Male,333.91721
Americas,2012,Female,470.92596
Africa,2016,Female,572.28613
Eastern Mediterranean,2021,Female,902.49127
Americas,2005,Female,353.76489
Europe,2003,Female,377.51709
Western Pacific,2017,Female,821.18237
Europe,2021,Male,318.49649
Americas,2004,Male,495.39542
Africa,2018,Male,879.03711
Americas,2016,Female,397.33548
Eastern Mediterranean,2006,Male,468.12955
Africa,2013,Female,648.75281
Europe,2017,Male,609.61908
Africa,2021,Male,824.77765
Eastern Mediterranean,2011,Female,783.50616
South-East Asia,2001,Male,790.74658
Europe,2000,Male,839.43958
Americas,2001,Male,683.02179
Eastern Mediterranean,2018,Male,648.50281
Americas,2016,Female,908.01312
Americas,2018,Female,499.39474
Europe,2004,Female,395.12509
Western Pacific,2006,Female,279.77002
Eastern Mediterranean,2019,Male,677.78589
Eastern Mediterranean,2001,Female,790.6488
Europe,2015,Male,932.61676
Africa,2014,Male,1082.41479
Eastern Mediterranean,2016,Female,324.40359
Eastern Mediterranean,2013,Male,731.33655
Western Pacific,2002,Female,720.59039
Americas,2014,Male,714.73602
Western Pacific,2017,Male,559.07483
Americas,2017,Male,400.1178
Americas,2019,Male,466.44382
Americas,2000,Male,773.49988
Africa,2001,Male,968.45386
Africa,2015,Male,511.57813
Europe,2013,Male,930.9248
South-East Asia,2009,Female,445.65363
Africa,2010,Male,576.50818
South-East Asia,2017,Female,464.1828
Africa,2019,Female,539.1969
Americas,2000,Male,710.31158
Europe,2012,Female,629.00635
Europe,2000,Male,593.81073
Africa,2007,Female,532.79767
Africa,2005,Male,794.07886
Africa,2016,Female,586.69263
Europe,2014,Male,401.27167
Europe,2005,Female,330.39383
Europe,2018,Female,271.13358
Western Pacific,2006,Female,627.50592
Africa,2009,Male,739.59161
Europe,2006,Male,1090.67651
Europe,2010,Female,309.2677
Americas,2013,Male,606.1546
Africa,2007,Male,860.0448
Eastern Mediterranean,2007,Male,1069.39832
Africa,2008,Female,612.97992
Europe,2010,Female,294.60361
Western Pacific,2004,Female,728.40637
Africa,2013,Female,454.20779
Eastern Mediterranean,2005,Male,637.43451
Europe,2010,Female,440.88412
Western Pacific,2017,Male,1167.6958
Europe,2003,Male,546.96313
Americas,2007,Male,651.86823
Americas,2003,Male,568.97125
Europe,2011,Male,454.03525
Americas,2017,Male,493.16797
Africa,2001,Male,794.31152
Africa,2010,Female,575.45801
Western Pacific,2021,Male,518.08002
Americas,2020,Female,360.81467
Africa,2003,Male,746.4873
Eastern Mediterranean,2012,Female,757.29138
Europe,2016,Male,396.07211
Europe,2017,Male,357.43994
Europe,2013,Female,307.43573
Americas,2014,Female,380.37366
Eastern Mediterranean,2016,Male,695.02271
Western Pacific,2009,Female,437.58133
Africa,2015,Male,570.07556
Europe,2014,Male,669.22992
Europe,2004,Male,456.06174
Western Pacific,2008,Female,902.20917
Western Pacific,2012,Female,858.01575
Eastern Mediterranean,2004,Female,426.64911
Europe,2012,Female,587.51117
Europe,2000,Female,793.91687
Africa,2004,Female,683.46112
Americas,2007,Male,647.98169
Europe,2007,Male,476.61609
Africa,2016,Male,599.73621
Americas,2002,Female,412.02722
Americas,2006,Female,362.45056
Europe,2018,Male,747.43359
Eastern Mediterranean,2000,Female,500.50714
Africa,2005,Female,673.04584
Americas,2000,Female,731.0965
Western Pacific,2005,Male,781.30981
Eastern Mediterranean,2006,Male,647.8399
Europe,2012,Female,448.20874
Americas,2002,Female,743.25073
Europe,2016,Male,368.67566
Americas,2019,Male,528.16705
Eastern Mediterranean,2001,Male,1105.11438
Western Pacific,2017,Female,593.13708
Europe,2009,Female,527.02673
Western Pacific,2000,Female,904.08905
Africa,2014,Male,732.87012
Europe,2008,Male,468.53494
Africa,2003,Male,880.32764
Africa,2003,Female,407.7005
Eastern Mediterranean,2020,Female,729.36188
Africa,2002,Male,746.0744
Africa,2007,Male,826.72961
South-East Asia,2018,Male,532.39771
Western Pacific,2007,Male,401.78461
Americas,2013,Male,426.22482
Africa,2009,Male,969.88971
Europe,2018,Male,446.79364
Europe,2006,Female,658.98822
South-East Asia,2007,Male,526.7149
Eastern Mediterranean,2010,Female,692.66101
Africa,2012,Female,630.75366
Western Pacific,2006,Male,1166.28748
South-East Asia,2004,Male,920.50385
Americas,2001,Female,443.65671
Africa,2010,Female,644.78503
South-East Asia,2020,Female,324.00916
Eastern Mediterranean,2001,Female,697.27405
South-East Asia,2008,Male,548.15729
Africa,2012,Male,739.94952
Europe,2002,Female,626.34534
Europe,2004,Female,348.13736
South-East Asia,2008,Male,473.93271
Africa,2019,Female,580.71643
Africa,2011,Male,754.82513
Africa,2009,Female,629.05634
Europe,2020,Female,361.36652
Africa,2005,Male,667.2807
Europe,2009,Female,734.81219
Africa,2017,Male,789.92792
Western Pacific,2012,Male,327.94644
Africa,2002,Female,702.91095
South-East Asia,2011,Male,645.66931
South-East Asia,2020,Male,609.74506
Eastern Mediterranean,2006,Female,630.51086
Western Pacific,2010,Male,377.47116
Americas,2002,Male,667.70459
Western Pacific,2017,Female,171.59624
Western Pacific,2010,Male,832.75244
Eastern Mediterranean,2005,Male,950.22839
Europe,2005,Male,523.38544
Western Pacific,2009,Female,442.03506
Africa,2011,Female,471.4101
Americas,2005,Male,697.61267
Western Pacific,2015,Female,496.9176
Africa,2012,Male,923.89337
Africa,2002,Female,616.41254
Europe,2004,Male,483.59946
Europe,2010,Male,465.28693
Europe,2010,Female,434.56104
Europe,2017,Male,346.65369
Eastern Mediterranean,2011,Male,622.66119
Europe,2002,Male,986.49707
Europe,2020,Male,929.45258
South-East Asia,2014,Female,407.73825
Europe,2007,Male,855.67773
Eastern Mediterranean,2003,Female,928.72516
Africa,2013,Female,524.31543
Western Pacific,2006,Female,754.28351
Europe,2015,Female,419.1568
Americas,2011,Female,468.24396
Europe,2001,Female,602.05444
Africa,2006,Female,681.89081
Americas,2018,Male,509.39874
Western Pacific,2002,Female,468.46967
Europe,2007,Male,820.2417
Americas,2012,Female,421.40237
Europe,2005,Female,586.03937
Europe,2004,Male,529.18799
Eastern Mediterranean,2010,Female,550.36511
Americas,2018,Male,324.46384
Western Pacific,2020,Male,1172.28674
Eastern Mediterranean,2019,Male,650.9046
Americas,2015,Male,437.08411
Western Pacific,2001,Male,728.28168
Europe,2002,Female,360.05655
Africa,2011,Female,641.44043
Africa,2015,Female,1001.30054
Africa,2018,Female,475.63773
Europe,2020,Female,435.74265
Europe,2001,Male,912.19904
Americas,2016,Male,538.7041
Americas,2003,Female,405.64072
Eastern Mediterranean,2021,Female,613.40765
South-East Asia,2013,Male,534.12885
Africa,2021,Female,531.60114
Africa,2000,Male,605.04132
Africa,2005,Male,812.14825
Eastern Mediterranean,2019,Male,551.80621
Europe,2020,Male,404.96301
Eastern Mediterranean,2018,Male,717.48035
Africa,2004,Female,540.46851
Europe,2010,Male,520.86597
South-East Asia,2000,Female,652.52759
Western Pacific,2010,Female,792.68994
Americas,2002,Female,364.37613
Europe,2019,Female,583.53247
Europe,2018,Female,482.47183
Western Pacific,2018,Female,586.08655
Europe,2019,Male,356.85416
Europe,2000,Male,1362.4939
Americas,2020,Male,515.59167
Americas,2013,Male,533.38251
Americas,2008,Female,455.98239
Western Pacific,2011,Male,396.9921
Africa,2020,Male,522.1853
Western Pacific,2001,Male,1339.89001
Americas,2017,Male,786.22192
Europe,2000,Female,703.33868
Americas,2021,Male,533.14923
Africa,2015,Male,710.87274
Europe,2017,Male,930.23547
South-East Asia,2006,Female,469.58435
Africa,2019,Female,791.98016
Eastern Mediterranean,2007,Male,641.94897
Europe,2008,Female,261.67923
Europe,2005,Male,1260.2439
Europe,2016,Female,264.18369
Africa,2006,Male,780.09888
South-East Asia,2016,Female,611.3681
Africa,2020,Male,1037.8136
Americas,2005,Male,571.60956
Africa,2018,Female,679.39618
Eastern Mediterranean,2007,Male,727.62866
Western Pacific,2007,Female,839.17651
Americas,2009,Male,384.89844
Americas,2007,Female,436.3761
Americas,2009,Male,597.01874
Americas,2001,Male,562.11969
Western Pacific,2004,Male,878.30078
Western Pacific,2019,Male,1246.88977
Africa,2009,Female,362.19406
South-East Asia,2015,Male,811.39233
South-East Asia,2008,Female,368.82925
Europe,2012,Female,481.41089
Africa,2012,Male,504.22485
Africa,2010,Female,651.89087
Africa,2005,Female,598.56586
Americas,2017,Female,476.80042
South-East Asia,2014,Female,513.06531
Western Pacific,2016,Male,862.22772
Eastern Mediterranean,2010,Male,381.80417
Eastern Mediterranean,2008,Female,308.88019
Americas,2006,Male,506.20813
Europe,2001,Male,1320.96008
Africa,2018,Male,683.37457
Americas,2002,Male,473.26559
Africa,2019,Male,688.76288
Western Pacific,2020,Female,678.146
Western Pacific,2002,Female,507.19238
Europe,2008,Female,770.59973
South-East Asia,2016,Female,402.58121
Europe,2019,Female,235.15244
Africa,2000,Male,606.39417
Americas,2008,Female,362.37799
Africa,2016,Male,651.28235
Africa,2005,Female,604.08099
Eastern Mediterranean,2019,Female,718.25092
Europe,2005,Male,454.71512
Africa,2007,Male,1018.44391
Western Pacific,2014,Female,594.55695
Americas,2014,Female,354.06302
Eastern Mediterranean,2010,Female,726.39838
Africa,2006,Female,646.26263
Africa,2001,Male,588.96313
Africa,2014,Female,600.90259
Americas,2014,Male,464.35001
Western Pacific,2021,Male,357.59915
Americas,2015,Male,500.62262
Europe,2009,Female,316.186
Europe,2021,Female,492.59866
Americas,2016,Female,345.95279
Eastern Mediterranean,2005,Female,669.87732
Africa,2005,Female,414.28705
Eastern Mediterranean,2002,Male,653.62415
Eastern Mediterranean,2005,Male,1013.01447
Western Pacific,2018,Male,364.30447
Western Pacific,2007,Male,817.7359
Americas,2011,Female,378.34277
Europe,2007,Female,317.60403
Europe,2002,Male,894.88348
Eastern Mediterranean,2007,Female,743.61115
Americas,2009,Male,594.68494
Europe,2014,Female,501.1254
Eastern Mediterranean,2001,Male,770.58777
Western Pacific,2014,Male,1015.10626
Eastern Mediterranean,2009,Female,369.94858
Africa,2005,Male,773.71906
Africa,2001,Male,581.28925
South-East Asia,2011,Female,332.54913
Africa,2009,Male,830.43005
Europe,2000,Male,1186.43701
Africa,2000,Female,437.81879
Americas,2003,Male,551.7652
Europe,2013,Female,280.12061
Americas,2013,Male,467.43143
Western Pacific,2004,Female,438.15598
Americas,2005,Male,528.27509
Americas,2006,Female,399.78137
Africa,2006,Female,424.51038
Europe,2007,Female,318.02737
South-East Asia,2019,Female,545.86493
Europe,2016,Male,946.41418
Europe,2006,Female,617.83026
Europe,2005,Female,350.28543
Europe,2015,Male,625.3963
Africa,2017,Male,706.78351
Africa,2001,Female,395.04062
Eastern Mediterranean,2001,Male,774.38464
South-East Asia,2021,Female,566.07574
Africa,2004,Male,609.22638
Eastern Mediterranean,2005,Male,698.01849
Africa,2004,Female,867.11316
Eastern Mediterranean,2021,Female,648.95123
Eastern Mediterranean,2018,Female,402.78387
Africa,2013,Male,759.27228
Americas,2011,Male,519.35431
Eastern Mediterranean,2020,Female,385.21429
Africa,2017,Female,463.89456
Western Pacific,2008,Female,870.10168
Americas,2015,Female,401.54398
Africa,2003,Male,699.47028
Americas,2020,Male,587.48535
Africa,2019,Male,588.1687
Africa,2019,Female,481.69354
Eastern Mediterranean,2019,Male,696.99628
Africa,2020,Female,738.07581
Western Pacific,2020,Male,872.93518
Europe,2014,Female,459.88556
Eastern Mediterranean,2001,Male,835.24292
Africa,2012,Male,807.16174
Europe,2004,Male,486.0993
Eastern Mediterranean,2004,Female,867.49414
Europe,2021,Female,268.34686
Eastern Mediterranean,2019,Male,353.03751
Africa,2010,Female,745.2605
Americas,2017,Male,545.8866
Africa,2005,Male,599.83679
Europe,2000,Male,985.71198
Eastern Mediterranean,2002,Male,1099.57092
Africa,2000,Female,788.23871
Europe,2004,Female,346.49857
Eastern Mediterranean,2012,Male,715.67657
Western Pacific,2016,Female,765.03723
Eastern Mediterranean,2015,Male,364.58798
Eastern Mediterranean,2009,Male,917.11627
Africa,2020,Female,606.80688
Americas,2003,Female,379.06052
Eastern Mediterranean,2008,Female,507.24313
Americas,2016,Female,453.16788
Africa,2009,Male,573.72937
Eastern Mediterranean,2015,Male,340.1795
Africa,2021,Female,619.49188
Africa,2003,Male,869.56482
Africa,2014,Male,718.28015
Africa,2001,Female,640.8493
Africa,2008,Male,552.85834
Western Pacific,2005,Female,827.1076
Africa,2008,Male,1064.06885
Americas,2004,Male,564.87915
Africa,2014,Female,563.91589
South-East Asia,2011,Female,457.26419
Eastern Mediterranean,2018,Female,501.67114
Africa,2011,Female,909.61328
Africa,2011,Male,531.87537
Africa,2014,Female,630.44092
Eastern Mediterranean,2019,Female,592.81128
Europe,2010,Male,456.87842
Africa,2005,Female,595.84509
Western Pacific,2002,Male,440.54633
Africa,2004,Male,467.07397
Americas,2005,Male,559.87866
South-East Asia,2018,Female,508.77908
Europe,2015,Female,341.24225
Africa,2019,Male,614.84454
Europe,2009,Female,243.69252
Americas,2015,Female,342.74567
Europe,2016,Male,410.76395
Western Pacific,2013,Male,1064.12585
Americas,2000,Male,689.50623
Europe,2014,Female,546.48627
Eastern Mediterranean,2012,Female,611.98132
Europe,2000,Male,642.19049
Americas,2002,Male,469.47659
Americas,2019,Female,382.6467
Eastern Mediterranean,2000,Male,541.09058
Eastern Mediterranean,2008,Female,568.93243
Western Pacific,2001,Male,460.21176
Americas,2010,Male,428.55447
Africa,2004,Male,812.57324
Africa,2011,Male,747.37439
Europe,2008,Male,823.86432
Europe,2001,Male,580.16919
Africa,2008,Male,695.51416
Europe,2011,Male,777.70258
South-East Asia,2011,Male,813.92407
Western Pacific,2004,Male,888.38092
Americas,2012,Male,490.15543
Europe,2002,Female,678.06519
Europe,2010,Male,859.27972
Americas,2021,Female,455.49124
Americas,2008,Female,407.05786
Africa,2018,Male,594.39069
Africa,2006,Male,660.26184
Eastern Mediterranean,2009,Male,734.51605
Europe,2020,Female,308.66251
Americas,2000,Male,584.09418
Africa,2020,Female,611.9129
Africa,2013,Male,930.49683
Africa,2010,Male,744.50488
Eastern Mediterranean,2000,Female,834.56531
Europe,2003,Female,619.49463
Europe,2017,Female,336.94373
Western Pacific,2005,Male,546.216
Africa,2007,Male,687.80188
Europe,2012,Male,837.94379
Eastern Mediterranean,2007,Female,340.22964
Americas,2007,Female,490.3602
Africa,2002,Male,1087.45825
Europe,2021,Male,356.46613
Europe,2010,Male,450.65894
Africa,2014,Female,478.6062
Eastern Mediterranean,2021,Male,951.20947
Americas,2001,Male,575.43787
Americas,2012,Female,349.27914
Americas,2017,Female,327.10196
Europe,2000,Female,331.98459
South-East Asia,2004,Female,655.04175
Americas,2012,Male,589.98718
Europe,2010,Male,823.05005
Africa,2007,Male,1062.92126
Europe,2020,Female,425.26245
Americas,2011,Female,554.9494
Americas,2000,Female,486.24945
Eastern Mediterranean,2015,Female,335.16199
Eastern Mediterranean,2019,Male,686.91821
Americas,2014,Male,548.76428
South-East Asia,2015,Male,584.92883
Africa,2015,Male,704.33789
Europe,2006,Male,502.55988
Americas,2008,Female,473.94971
Western Pacific,2002,Female,432.39682
Africa,2003,Female,625.10382
Africa,2006,Male,650.90143
Europe,2012,Male,406.13727
South-East Asia,2017,Male,740.90027
Europe,2012,Female,423.94751
Europe,2021,Male,394.72314
Europe,2019,Male,320.37744
Americas,2003,Female,393.58298
Europe,2008,Female,1029.07776
Europe,2000,Male,1060.49561
Western Pacific,2002,Female,761.89539
Americas,2000,Female,403.32397
South-East Asia,2015,Female,400.50281
Americas,2017,Male,803.44641
Africa,2004,Female,626.81293
South-East Asia,2004,Male,764.73816
Eastern Mediterranean,2004,Male,489.44559
Americas,2010,Male,606.96265
Europe,2008,Female,743.5202
Africa,2016,Male,635.8949
Africa,2003,Male,913.04132
Europe,2010,Male,380.00064
Western Pacific,2001,Male,967.78394
Americas,2003,Female,465.77954
Africa,2007,Female,796.78314
